Gene name	Human gene name
	
	
Gm7742	
	
Gsg1l2	GSG1L2
4930564C03Rik	
4930564C03Rik	
Gm4601	
	
Dhrs7c	DHRS7C
	
	
Gm6402	
	
Kpna2-ps	
	
	
H2-M6-ps	
Gm29230	
	
Gas7	GAS7
Gnb2	GNB2
Ttll4	TTLL4
Gm43221	
	
	
	
	
	
Gm47698	
	
Gm31378	
	
	
	
	
Gm7031	
Gm56948	
Gm40153	
	
Pkp3	PKP3
Or11a2-ps1	
	
	
Gm20429	
	
	
Gm38537	
	
Gm4489	
Gm4152	
Gm17308	
	
H2-Q3	
	
	
Gm20530	
Gm42567	
	
	
	
H2-T11-ps	
E130307A14Rik	
	
Gm9574	
	
	
A730020M07Rik	
Gm6659	
Gm6623	
Gm8835	
	
Gm10074	
Gm29402	
Gm18604	
Mir212	
Gm5491	
Mir132	MIR132
Ovca2	OVCA2
	
Cyp27a1	CYP27A1
Rbx1-ps	
Gm8801	
Dph1	DPH1
	
	
	
	
Gm56804	
Gm4134	
	
Gm5497	
	
Gm50041	
Mbd5	MBD5
Gm7393	
	
Sigirr	SIGIRR
Prkag3	PRKAG3
Gpx4-ps1	
	
Gm27178	
	
	
Btnl7-ps	
	
	
	
D030025E07Rik	
	
	
Cyp21a2-ps	
	
	
Stk19-ps1	
	
	
	
Gm16364	
Gm2808	
	
	
	
	
	
	
Gm29721	
	
	
	
Tmem181c-ps	
Gm5427	
Gm38411	
Rtn4rl1	RTN4RL1
	
Cep83os	
Gm56802	
Mir6418	
	
Gm17112	
	
Gm52994	
Hic1	HIC1
Actl6b	ACTL6B
Gm2792	
Gm12000	
Gm29719	
Fignl1	FIGNL1
	
Gm29719	
Ano9	ANO9
	
	
	
	
	
	
Gm40627	
	
	
Ikzf1	IKZF1
Gm11131	
Gm15441	
	
	
	
	
	
Gm13510	
Muc21	MUC21
Gm13508	
Gm25215	SNORA29
Epc2	EPC2
Gm56344	
	
Wnt6	WNT6
4833427F10Rik	
	
	
	
4933429H19Rik	
	
	
	
	
	
Tfr2	TFR2
	
Gm56404	
Gm29539	
A530020G20Rik	
Ccnb1-ps	
	
	
Wnt10a	WNT10A
Ppp1r18os	
	
Vmn2r60	
	
	
Gm30122	
	
Gm16279	
Zfand2b	ZFAND2B
	
	
Gm2308	
	
Gm29771	
Gm44519	
	
Vmn2r61	
	
	
	
	
	
	
	
Vmn2r-ps58	
4833418N02Rik	
Gm5594	
	
Gm46212	
Vmn2r-ps59	
Sox1ot	
	
Vmn2r-ps60	
4933421I07Rik	
	
	
	
Gm10747	
	
	
Zfp141	ZNF775
Itpr3os	
4930570G19Rik	
Gm46210	
	
Gm40741	
Gm19246	
Gm44523	
4930506C21Rik	
Gm54949	
Zfp976	
	
Kif5c	KIF5C
Gm47107	
Zfp975	
Krt32	KRT32
Gm17067	
2500002B13Rik	
Gm18128	
4930405O22Rik	
Krt35	KRT35
Gm6004	
Vmn2r62	
Gm32338	
	
	
Gm2381	
	
	
Gm7211	
	
Gm20463	
	
	
Vmn2r63	
Rab26os	
Iba57	IBA57
	
	
D830005E20Rik	
Gm20529	
1700097N02Rik	
Amigo3	AMIGO3
Abcb6	ABCB6
Gjc2	GJC2
Gm9266	
	
Gm9294	
	
	
	
Gm54974	
Gm10824	
Mst1	MST1
Gm26689	
Gm18124	
	
Zscan4-ps2	
	
	
Gm18640	
Guk1	GUK1
	
Gm1604a	
Gm3816	
Gm7848	
	
Gm7210	
Hdnr	
	
	
	
	
Gm45500	
Gm33694	
Zscan4-ps3	
	
	
	
Gm38430	
	
Zscan4d	
	
	
	
	
	
	
	
	
	
	
Gm19696	
	
	
	
	
Gm18204	
Gm6909	
	
Gm9689	
Gm39481	
Gm5996	
Gm9652	
1700042O05Rik	
Gm19683	
	
Gm56245	
Zscan4e	
	
Gm45870	
Gm56248	
Gm45596	
Gm45598	
	
Gm29253	
	
Gm18123	
Zscan4f	
	
A430046D13Rik	
Gm56811	
Mrpl55	MRPL55
Mospd3	MOSPD3
Gm19708	
Gm18639	
Atg9a	ATG9A
Gm9604	
Gm7839	
Gm45382	
Gm44997	
Zfp977	
Mrps36-ps3	
	
Crs-ps	
Mir124-2hg	
Sult2a8	SULT2A1
Mir7088	
Apeh	APEH
2310033P09Rik	C1orf35
Arf1	ARF1
Myl2	MYL2
	
Gm13525	
Lypd6	LYPD6
	
	
Elac2	ELAC2
	
	
	
	
Vmn1r123	
Gm18054	
Gm18460	
Gm26876	
Gm4536	
Vmn1r124	
Vmn1r125	
Mmadhc	MMADHC
Gm34297	
Vmn1r126	
Vmn1r127	
Vmn1r128	
Gm33035	
Vmn1r129	
Vmn1r-ps75	
Gm18055	
Gm18461	
Gm4541	
Vmn1r130	
Vmn1r-ps76	
Vmn1r131	
	
	
Gm18056	
	
Gm4545	
Gm18462	
	
Vmn1r132	
Gm31504	
Or52z1	
Hbb-bt	
	
	
	
	
	
	
	
2310015A16Rik	
Gm57232	
Hbb-bs	
Gm43689	
Gm13488	
Gm13487	
Gm13485	
	
	
Gm13484	
Gm13498	
Rnd3	RND3
Gm56994	
	
Gm56983	
Gm50275	
Gm40190	
Ccdc63	
1110028F18Rik	
Gm15271	
Gm33799	
	
Bsn	BSN
	
B230398E01Rik	
	
	
Gm28639	
Gm13500	
Gm13497	
Gm15115	
Trbv31	TRBV30
	
Hbb-bh3	
Gm43263	
	
Gm23505	
Hbb-bh2	
Igkv14-130	
Gm13494	
Tas2r134	
Igkv9-129	
Gm32540	
Gm13492	
Hbb-bh1	
Gm13493	
Igkv11-125	
Rbm43	RBM43
Gm51425	
Ankzf1	ANKZF1
Tmem214	TMEM214
Igkv14-100	
	
2700099C18Rik	
Igkv1-99	
	
Hbb-bh0	
	
Igkv12-98	
Hbb-y	HBE1
	
Igkv19-93	
	
Gm55396	
Gm37201	
	
Igkv12-89	
Gm37247	
	
Gm35021	
Gm37230	
	
Dag1	DAG1
	
Or51b4	OR51B4
Igkv4-86	
	
Gm56990	
4930516K23Rik	
Igkv12-38	
	
	
	
Igkv18-36	IGKV3D-7
Igkv18-36	IGKV3D-15
Igkv18-36	IGKV3D-11
Igkv18-36	IGKV3-7
Igkv18-36	IGKV3-20
Igkv18-36	IGKV3-15
Igkv18-36	IGKV3-11
Igkv18-36	IGKV3D-20
Igkv18-36	IGKV3OR2-268
Or51i1	OR51I1
	
Igkv1-35	
Or51i2	OR51I2
4930481B07Rik	
	
	
	
	
	
Igkv7-33	IGKV4-1
4930403O15Rik	
	
Or51a10	
	
Gm13495	
Igkv6-29	IGKV4-1
	
Nmi	NMI
Arhgap44	ARHGAP44
	
Or51a42	
B530045E10Rik	
5830408C22Rik	
Or51a43	
Igkv8-16	IGKV4-1
Or51a24	
Sh2d6	SH2D6
Clasp2	CLASP2
Gm26664	
Or52d1	OR52D1
Frem1	FREM1
	
Glb1l	GLB1L
Rbm46os	
Ubqln5	
Ubqln3	UBQLN3
Gm48657	
	
E230014E18Rik	
Ubqlnl	UBQLNL
Gm56848	
Olfm5	
Gm56961	
	
	
Gm20125	
Gm35340	
Or52f1-ps1	
Or52h1	OR52H1
Or52h2	
2610005L07Rik	
Or52b6-ps1	OR52B6
	
Trim6	TRIM6
	
Gm16230	
	
Gm30097	
Tnfaip6	TNFAIP6
	
	
	
4930567K20Rik	
A330015K06Rik	
Gm43808	
Agbl5	AGBL5
Gm56777	
	
Gm8667	
Rif1	RIF1
	
Trim34a	TRIM34
	
	
A730090N16Rik	
	
	
	
Gm37459	
Gm34983	
	
Gm37933	
	
	
	
	
Zfp638	ZNF638
	
	
	
Gm35035	
	
Gm4349	
	
Gm12294	
	
Gm55870	
	
Gm47248	
Gm12293	
	
Myocd	MYOCD
Gm24846	
Trim12a	TRIM5
D030045P18Rik	
	
	
	
	
Gm56348	MIR544A
Stk16	STK16
Trim12c	TRIM5
	
	
	
	
Mecomos	
	
Gm34267	
	
	
Gm35409	
Usp24	USP24
	
	
	
	
Gm54952	
	
	
Trim30c	TRIM5
	
Gm47710	
	
Gm56789	
	
Gm45471	
Trim30a	TRIM5
	
	
	
	
	
	
Neb	NEB
Gm48768	
Gm25405	
Trim30d	TRIM5
	
Gm12532	
Gm56393	
Sgca	SGCA
Tuba4a	TUBA4A
	
	
Gm4832	
	
	
	
	
	
Gm40709	
	
	
	
Gm43607	
Gm32496	
	
Tmem275	TMEM275
	
Gm16464	
Gm27022	
	
Gm6574	
Htr1d	
	
Trim30e-ps1	
	
	
Trim30e-ps1	
	
	
Gm5157	
	
Gm6882	
A630095N17Rik	
	
Sult1a1	
4930579P08Rik	
6030445D17Rik	
	
Luzp1	LUZP1
Gm50472	
H1f9	
1700030O20Rik	
Dnajb2	DNAJB2
Ppp1r9b	PPP1R9B
	
	
	
	
	
	
	
	
3300002P09Rik	
	
	
Gm40124	
Gm40723	
	
	
Gm6939	
	
	
Slx1b	SLX1B
Slx1b	SLX1A
	
Gm56985	
	
	
Gm15886	
	
	
	
	
	
	
	
Kdm1a	KDM1A
	
	
9230102K24Rik	
Samd14	SAMD14
	
	
	
Bola2	BOLA2
Bola2	BOLA2B
	
	
Gm48614	
	
Gm35065	
	
	
	
	
	
	
Coro1a	CORO1A
4930533K18Rik	
	
Gm37305	
	
	
Gm5547	
Pdk2	PDK2
6820431F20Rik	
	
	
Gm20109	
Ptprn	PTPRN
Gm41506	
	
Gm47922	
Gm49871	
Gm35550	
	
	
Gm53617	
Itga3	ITGA3
	
Gm56885	
	
Gm56947	
	
	
	
	
	
	
	
	
5930420M18Rik	
	
Ost4	OST4
	
Gm41609	
	
	
	
	
	
	
	
Gm25059	
Ubp1	UBP1
Emilin1	EMILIN1
	
	
Gm40117	
4933427D06Rik	
	
Resp18	RESP18
	
	
	
Snrp1c-ps1	
Efcab12	EFCAB12
Gm44824	
Gm4189	
	
Gm44855	
Gm26510	
	
Mapk3	MAPK3
	
	
Gm28902	
Khk	KHK
Dnpep	DNPEP
Zfand4	ZFAND4
	
	
Gm35865	
Gm12987	
Gm12986	
Gm22180	
	
Tex46	TEX46
	
Gm20492	
Lactbl1	LACTBL1
Gm27195	
	
	
1700082M22Rik	
	
	
Gm56951	
	
	
Gm37583	
Gm56212	
Gm56213	
Gm33023	
Pdp1	PDP1
	
Gm36180	
	
	
	
Klrd1	KLRD1
	
Gdpd3	GDPD3
	
	
Tmem67	TMEM67
	
	
	
Cgref1	CGREF1
	
	
	
Gm56821	
Preb	PREB
2010002M09Rik	
Gm43538	
Ypel3	YPEL3
	
Pik3c2g	PIK3C2G
	
	
	
Platr4	
Gm31235	
Fbxl2	FBXL2
Dlx3	DLX3
Gm11514	
Tac4	TAC4
Gm44622	
	
	
Gm11521	
Bahcc1	BAHCC1
Gm49880	
Gm48485	
A930029G22Rik	
Tbx6	TBX6
	
Gm49894	
	
Gm27246	
Gm56904	
	
Tcf23	TCF23
Ppp4c	PPP4C
Srsf9	SRSF9
Gm36252	
	
	
5430427G11Rik	
Gm26535	
Susd5	SUSD5
Gm31615	
Bcl2a1c	BCL2A1
Gatc	GATC
Rbm12b2	RBM12B
Gm55885	
Ctdspl	CTDSPL
Prpsap1	PRPSAP1
Triap1	TRIAP1
	
	
	
Cox6a1	COX6A1
Ttc34	TTC34
	
Igkv4-57-1	
Des	DES
Igkv13-57-1	
Igkv4-57	
Tlcd3b	TLCD3B
A930005G22Rik	
Gm43231	
Msi1	MSI1
Igkv13-56-1	
Igkv4-56	
Mmel1	MMEL1
Slc22a14	SLC22A14
	
Igkv13-55-1	
	
Gm4577	
Gm16212	
Igkv4-55	
Gm15934	
Gm56917	
Igkv13-54-1	
Igkv4-54	
Gm19872	
	
	
4930422I22Rik	
Gm20522	
Igkv4-53	
Gm6264	
Rpl36-ps1	
Xylb	XYLB
	
Sphkos	
Gm42606	
Gm17705	
Igkv4-51	
Sphk1	SPHK1
Gm7609	
	
Gm56481	
Gm42958	
	
Gm13521	
	
Arl5a	ARL5A
	
Igkv4-50	
	
	
Gm52950	
Gm16998	
Gm44856	
Gm16028	
Sp110-ps1	
Igkv12-49	
4930451I11Rik	C16orf92
Igkv5-48	IGKV6D-21
Igkv5-48	IGKV6D-41
Igkv5-48	IGKV6-21
Gm56884	
Gm16181	
	
Prrc2a	PRRC2A
Igkv12-47	
Gm44854	
Doc2a	DOC2A
	
Gm13541	
4930556N09Rik	
Igkv12-46	
Bloc1s2-ps	
Gm16025	
Stam2	STAM2
Gm7281	
Igkv5-45	IGKV6D-21
Igkv5-45	IGKV6D-41
Igkv5-45	IGKV6-21
Gm52955	
Gm7592	
Sp110	SP110
Igkv12-44	
	
Igkv5-43	IGKV6D-21
Igkv5-43	IGKV6D-41
Igkv5-43	IGKV6-21
	
A730063M14Rik	
Igkv12-42	
Igkv12-41	
	
Pla2g1b	PLA2G1B
	
	
	
	
Igkv5-40-1	
Atcayos	
Igkv12-40	
Igkv5-39	IGKV6D-21
Igkv5-39	IGKV6D-41
Igkv5-39	IGKV6-21
Gm43220	
Grin2b	GRIN2B
Ino80e	INO80E
Gm43027	
Gm43028	
Grxcr1	GRXCR1
Gm26947	
Gm16094	
Sp140	
Gm43025	
Rsrc2	RSRC2
Acvr2b	ACVR2B
	
	
	
Or14c47-ps1	
Gm7898	
1700052H01Rik	
Sp100	SP140
	
Pldi	
Gm13548	
	
Prpf40a	PRPF40A
	
6330415G19Rik	
	
Gm55601	
	
Gm14330	
	
	
Gm26105	RNU2-21P
Eif4a3l1	EIF4A3
	
	
Hirip3	HIRIP3
	
Gm15476	
Gm53023	
Ube2q2l	
	
	
	
Gm56847	
Grep1	GREP1
Gm35986	
	
	
Gm55605	
Gm40652	
Gm6728	
Gm47320	
Gm55438	
Prh1	
Scn10a	SCN10A
	
Gm4129	
Gm55441	
Prp2	
A630073D07Rik	
	
	
Gm34006	
Gm11742	
Gm57354	
Gm57395	
Taok2	TAOK2
Tas2r120	TAS2R46
Tas2r120	TAS2R20
Tas2r120	TAS2R50
Tas2r120	TAS2R43
Tas2r120	TAS2R19
Tas2r120	TAS2R30
Tas2r120	TAS2R31
Gm57407	
6430590A07Rik	
	
Gm11714	
Tas2r121	TAS2R13
Or2w25	
1700124M09Rik	
Mir148a	
Nfe2l3	NFE2L3
Ten1	TEN1
4933431K23Rik	
	
	
	
Prxl2b	PRXL2B
Gm48671	
	
	
	
Gm2011	
	
Hnrnpa2b1	HNRNPA2B1
Hspg2	HSPG2
Cdk3	CDK3
	
	
	
Gm38326	
Pkmyt1	PKMYT1
	
4930425O10Rik	
Evpl	EVPL
	
	
	
	
Gm40645	
Tmem219	TMEM219
Wrap53	WRAP53
	
Paqr4	PAQR4
	
Gm46224	
Kremen2	KREMEN2
Gm45341	
	
	
	
	
	
	
4930401A07Rik	
9530082P21Rik	
1700006J14Rik	
Trp53	TP53
	
	
Gm30978	
Flywch1	FLYWCH1
Gm31693	
	
	
Gm20650	
	
Gm23445	
Kctd13	KCTD13
	
	
	
	
	
	
	
	
Gm44735	
Kntc1	KNTC1
Gm49163	
	
Gm21984	
Gm16275	
	
Flywch2	FLYWCH2
BB187676	
	
Gm33051	
Asphd1	ASPHD1
	
Gm2814	
	
	
	
	
	
	
	
Gm57228	
Srrm2	SRRM2
4930564D02Rik	
Speer5-ps1	
Sez6l2	SEZ6L2
Arl6ip6	ARL6IP6
9230105E05Rik	
Scn11a	SCN11A
	
	
	
Gm56942	
Gm47438	
Gm25898	RNU6-997P
Gm25898	RNU6-300P
Gm25898	RNU6-1267P
Gm13501	
Gm13503	
Idi1-ps1	
Gm23315	
Rprm	RPRM
Gm22298	
Gm13505	
Gm14035	
	
Gm14034	
Galnt13	GALNT13
	
Tmcc3os	
	
	
	
	
	
Gm9989	
	
Gm44955	
	
	
	
Cbx3	CBX3
Gm31992	
Wdr48	WDR48
	
Gm49911	
Mir7018	
Pigo	PIGO
Mir5125	
Elob	ELOB
	
	
	
	
	
	
	
	
	
AW046200	
	
	
1110015O18Rik	
Gm55351	
Igf1os	
A630001G21Rik	
Gm24549	
Gm25489	
Gm14032	
Kcnj3	KCNJ3
Prss33	PRSS33
Gm13517	
Gm13615	
Gm26586	
Gm13518	
Mir195b	
Gm13527	
Hcar2	HCAR2
Hcar2	HCAR3
Nr4a2	NR4A2
4930477E14Rik	
Mir8096	
Hcar1	HCAR1
Gm55355	
Gm55356	Metazoa_SRP
Gm55356	Metazoa_SRP
Gm55356	Metazoa_SRP
Gm55356	Metazoa_SRP
Gm55356	RN7SL592P
Gm55356	Metazoa_SRP
Gm55356	Metazoa_SRP
Gm55356	Metazoa_SRP
Gm55356	Metazoa_SRP
Gm55356	Metazoa_SRP
Gm55356	Metazoa_SRP
Gm6153	
Gm56771	
	
Inpp5d	INPP5D
Denr	DENR
Gm48893	
Prss41	PRSS41
	
	
Snx10	SNX10
	
	
Gm56846	
	
	
	
Gm26654	
	
	
Atp1b2	ATP1B2
Gm15347	
	
	
	
	
	
Gm16240	
	
Kcnd3os	
	
	
Gm47143	
Cdiptos	
Prss32	
Gm12870	
Gm29895	
Ndc1	NDC1
Hip1r	HIP1R
Shbg	SHBG
Gm9744	
	
	
	
	
Cdipt	CDIPT
	
Gm15947	
	
Prss21	PRSS21
	
	
Sat2	SAT2
	
	
	
Gm31223	
Gm48278	
	
Gm35552	
Gm47028	
Gm55121	
Il17ra	IL17RA
Dcpp1	
	
Gm48324	
Atp5k-ps4	
Gm43468	
Gpd2	GPD2
Gm47568	
Gm56969	
	
	
Gm47729	
Dcpp2	
	
Gm12308	
Gm12309	
	
Mir467f	
Sox15	SOX15
	
	
Gm31904	
	
Mpdu1	MPDU1
	
	
Gm43351	
Pagr1b	
Gm50058	
Tmem121b	TMEM121B
Pagr1a	PAGR1
	
Hdhd5	HDHD5
Gm50057	
	
Gm41545	
Gm48281	
	
Gm50059	
	
Gm53610	
Dcpp3	
	
1700017G19Rik	
Gm42742	PAGR1
	
	
Sbp	
Gm34911	
	
	
Prrt2	PRRT2
Gm20655	
Gm20692	
4930488L21Rik	
Gm56000	RNU6-1234P
	
Gm44074	
Gm44124	
Cntnap2	CNTNAP2
Maz	MAZ
	
Gm54853	
Glis1	GLIS1
	
Mir7032	
Vps37b	VPS37B
Sbpl	ZG16B
	
	
	
Gm48748	
Mir1934	
	
Cd68	
	
	
	
Gm31616	
	
Kif22	KIF22
Gm45765	
Gm37939	
Gm7291	
Gm56325	
Rbak	RBAK
	
Gm13535	
Gm35963	
Gm13531	
	
Gm13532	
Gm13533	
1700027J07Rik	
Gm25388	
Gm33594	
	
Cx3cr1	CX3CR1
Galnt5	GALNT5
Prss30	
Gm43691	
Gm31983	
	
Eif4a1	EIF4A1
	
B230112I24Rik	
1700008P02Rik	
Gm43879	
Gm43872	
Gm43885	
Gm43889	
Dmrtb1	DMRTB1
Gm43874	
Gm43869	
Gorasp1	GORASP1
Spdye4b	SPDYE12
Spdye4b	SPDYE21
Spdye4b	SPDYE15
Spdye4b	SPDYE18
Spdye4b	SPDYE10
Spdye4b	SPDYE4
Spdye4b	SPDYE17
Spdye4b	SPDYE16
Spdye4b	SPDYE2B
Spdye4b	SPDYE13
Spdye4b	SPDYE3
Spdye4b	SPDYE8
Spdye4b	SPDYE9
Spdye4b	SPDYE6
Spdye4b	SPDYE2
Spdye4b	SPDYE14
Spdye4b	SPDYE1
Spdye4b	SPDYE11
Spdye4b	SPDYE5
6330419E04Rik	
Gm30605	
Gm43882	
	
Gm43884	
	
Gm55469	
	
Gm43880	
Gm55470	
	
Gm43876	
Zg16	ZG16
Gm43886	
Gm54627	
Gm43871	
	
Gm43873	
Gm43877	
4933404K13Rik	
Gm43888	
Ermn	ERMN
Gm43887	
Gm43870	
Prss22	PRSS22
Gm43881	
Gm25161	
Gm43875	
Rbpj-ps3	
Gm18484	
Gm12899	
Gm35931	
1700047F07Rik	
Gm43883	
Gm44939	
	
Gm6352	
Gm22747	
Gm13534	
	
AI467606	C16orf54
	
	
	
Gm18584	
Cytip	CYTIP
	
Cul1	CUL1
	
	
Gm50066	
Gm40634	
Qprt	QPRT
Gm54855	
	
Gm12906	
Gm54607	
	
	
	
Lrp8os2	
	
	
	
Ttc21a	TTC21A
Kxd1	KXD1
1700113B09Rik	
	
Spdye4a	SPDYE12
Spdye4a	SPDYE21
Spdye4a	SPDYE15
Spdye4a	SPDYE18
Spdye4a	SPDYE10
Spdye4a	SPDYE4
Spdye4a	SPDYE17
Spdye4a	SPDYE16
Spdye4a	SPDYE2B
Spdye4a	SPDYE13
Spdye4a	SPDYE3
Spdye4a	SPDYE8
Spdye4a	SPDYE9
Spdye4a	SPDYE6
Spdye4a	SPDYE2
Spdye4a	SPDYE14
Spdye4a	SPDYE1
Spdye4a	SPDYE11
Spdye4a	SPDYE5
	
Rps11-ps3	
Gm25092	
Plekhf2	PLEKHF2
	
	
Gm5225	
	
Prss27	PRSS27
	
	
	
	
Spn	SPN
	
4930423D24Rik	
	
	
	
	
Ndufaf6	NDUFAF6
Kctd5	KCTD5
Gm44940	
	
Gm25735	Metazoa_SRP
Gm25735	Metazoa_SRP
Gm25735	Metazoa_SRP
Gm25735	Metazoa_SRP
Gm25735	RN7SL592P
Gm25735	Metazoa_SRP
Gm25735	Metazoa_SRP
Gm25735	Metazoa_SRP
Gm25735	Metazoa_SRP
Gm25735	Metazoa_SRP
Gm25735	Metazoa_SRP
	
Cd2bp2	CD2BP2
Gm32085	
4930503E24Rik	
Gm24029	
Gm24029	
Gm24029	
Gm24029	
Gm24029	
Gm24029	
Gm25835	SNORD10
Gm22988	
Gm48545	
Senp3	SENP3
	
	
	
	
	
	
	
	
	
Gm16099	
	
	
Pdpk1	PDPK1
	
Gm43464	
	
	
	
Zfp12	ZNF12
Gm4065	
	
	
	
	
	
	
	
Gm56962	
	
	
	
	
	
Gm16220	
	
	
Gm11829	
	
	
Mir684-2	
Trp53inp1	TP53INP1
	
	
	
	
	
	
Gm56815	
Gm36065	
1700007F19Rik	
Gm56874	
Zfp316	ZNF316
	
	
	
	
	
	
	
4933440J02Rik	
Zfp853	ZNF853
Ezh2	EZH2
Tbc1d10b	TBC1D10B
Ints15	INTS15
Ccne2	CCNE2
	
	
Gm16235	
Tnfsfm13	
	
	
	
Acvr1c	ACVR1C
	
	
	
	
	
Gm42501	
	
	
	
Zdhhc4	ZDHHC4
	
	
	
	
B230208H11Rik	
Cfdp1	CFDP1
Gm47524	
	
	
Gm29674	
Tmem170	TMEM170A
	
Mylpf	MYL11
Gm55166	
Chst5	
	
Tmem231	TMEM231
	
	
	
	
	
Gm46218	
	
Gm47966	
Csrnp1	CSRNP1
Gabarapl2	GABARAPL2
Adat1	ADAT1
	
	
Gm40797	
Gm7546	
Tars3	TARS3
Tnfsf13	TNFSF13
Gm49427	
Xirp1	XIRP1
Gm40621	
Gm13545	
Acvr1	ACVR1
Gm33858	
Ccr8	CCR8
Gm36041	
Gm47050	
Slc25a38	SLC25A38
Ints8	INTS8
Tnfsf12	TNFSF12
Gm43397	
Grid2ip	GRID2IP
Tm2d3	TM2D3
Kars1	KARS1
	
Gm26691	
Rpsa	
Gm12307	
Polr2a	POLR2A
Gm42813	
4921539H07Rik	
Gm56801	
	
	
	
	
	
Gm30648	
Gm7551	
Pcsk6	PCSK6
Gm50071	
	
	
	
Gm50070	
	
Amdhd2	AMDHD2
Gm24044	SNORA6
Gm26448	SNORA73
	
Snora62	SNORA62
Terf2ip	TERF2IP
	
Mobp	MOBP
Gm17409	
Gm34078	
Upp2	UPP2
Gm6793	
Gm9564	
	
Gm22827	RNU6-838P
Gm3635	
	
Gipc1	GIPC1
	
	
	
	
	
	
	
	
Pkn1	PKN1
Gm34162	
	
Gm48089	
	
	
	
4930486F22Rik	
Gm42538	
Gm34777	
	
Atp6v0c	ATP6V0C
	
	
	
	
	
	
	
	
Gm38642	
Gm48884	
6330549D23Rik	
Pkp4	PKP4
Gm37111	
	
Gm38642	
Gm34921	
Tmem123	TMEM123
	
	
Gm32365	
Gm30173	
Gm43398	
Kdelr2	KDELR2
Slc26a8	SLC26A8
	
1700030E10Rik	
Gm4870	
Gm9497	
Daglb	DAGLB
	
Gm56968	
	
Gm45213	
	
Slc35g3	SLC35G3
Slc35g3	SLC35G5
Slc35g3	SLC35G4
Slc35g3	SLC35G6
	
	
Snrpa1	SNRPA1
Gm48024	
Mir5618	
Birc2	BIRC2
Gm44282	
Gm32515	
Zbtb4	ZBTB4
Gm44141	
	
Gm25283	
	
Gata2	GATA2
Gm15998	
Atg16l1	ATG16L1
	
	
	
4930591E09Rik	
	
	
	
E130317F20Rik	
	
Gm43542	
Rac1	RAC1
	
Gm19243	
	
Birc3	BIRC3
	
Gm9762	
	
	
	
	
Gm38030	
Gm40770	
Gm9790	
Gm56205	
Chrnb1	CHRNB1
	
	
Gm1667	
Gm9845	
	
Gm44388	
Klhdc7a	KLHDC7A
Gm34303	
Dnajb8	DNAJB8
Mir2139	
Igsf21	IGSF21
	
Mapk14	MAPK14
Eefsec	EEFSEC
Gm6821	
Dkkl1	DKKL1
	
Gm17934	
	
Yap1	YAP1
	
	
	
Gm13027	
Gm7103	
Gm9867	
Gm48903	
	
Gm13026	
Gm50453	
Gm8860	
Arhgef10l	ARHGEF10L
4930539M17Rik	
	
Gm42502	
Fam220a	FAM220A
Rtraf-ps	
	
Fgf11	FGF11
Gm6300	
4930532I03Rik	
	
Tead2	TEAD2
Gm18867	
	
Gm19060	
Rest	REST
	
	
Gm5843	
	
	
6720407P12Rik	
	
Tmem102	TMEM102
Gm43725	
	
	
Spem3	SPEM3
	
Spem2	SPEM2
	
Mir5098	
Gm8234	
Noa1	NOA1
	
	
Gm57003	
	
Spem1	SPEM1
	
AU022133	
	
	
	
	
Gm47715	
Nlgn2	NLGN2
Gm43726	
Gm15199	
Polr2b	POLR2B
	
Gm37317	
	
	
	
	
	
5830417I10Rik	
	
	
Gm44265	
	
Gm54584	
	
Gm44264	
	
Klf14	KLF14
	
	
Gm17059	
Gm17771	
Mir29a	MIR29A
Mir29b-1	MIR29B1
Gm27019	
Gm36827	
5330406M23Rik	
	
Gm13835	
Gm33707	
Gm37728	
Gm43800	
Gm37035	
Sox5os4	
Sox5os5	
Gm22792	
Gm54776	
Hoxaas2	
Ptger1	PTGER1
Gm15050	
Gm29430	
	
	
Hotairm1	
Gm33332	
Gm10644	
	
Hoxaas3	
Tmem256	TMEM256
1700048P04Rik	
	
	
4922502N22Rik	
Gm56943	
Gm42758	
Gm20416	
	
Igfbp7	IGFBP7
	
Cfap300	CFAP300
	
	
	
Gm30853	
Plscr3	PLSCR3
	
Ddx39a	DDX39A
	
	
	
Cep126	CEP126
Gm42424	
Micall2	MICALL2
	
	
Cd37	CD37
	
Gm7495	
2310039L15Rik	
Mir1899	
Gm47517	
Gm20656	
Trpc6	TRPC6
	
	
Gm13551	
Tnk1	TNK1
Gm43070	
	
Gm13549	
Gm56790	
Dapl1	DAPL1
1700054K19Rik	
Rpl36a-ps2	
Gm9515	
Gm47944	
Gm13552	
	
Tanc1	TANC1
5730420D15Rik	
4933431E20Rik	
	
	
	
Adgre5	ADGRE5
	
Gm17040	
	
1700049E22Rik	
	
Gm9531	
Gm10177	
	
	
	
	
1600029O15Rik	
Gm47760	
1600029O15Rik	
3000002C10Rik	
	
	
Gm40787	
	
Gm34424	
Gm10653	
	
Gm10653	
	
	
Gm8093	
Ints1	INTS1
	
Gm7435	
Gm3867	
	
	
	
Gm48391	
	
1700128F08Rik	
Slc6a16	SLC6A16
	
	
	
	
Dnm2	DNM2
6530409C15Rik	
	
	
	
	
Gm30400	
	
	
	
	
Gm23585	RNU6-469P
Gm23585	RNU6-735P
	
Slc6a21	
	
Gm12489	
	
	
	
Gm12494	
	
Gm44764	
	
Gm12497	
	
	
	
	
Gm7932	
	
Tmem95	TMEM95
Gm12502	
Gm47697	
	
